,image_id,class
1231,test_1307d,jam
1232,test_1308a,sugar
1233,test_1308b,jam
1234,test_1308c,jam
1235,test_1308d,jam
1236,test_1309a,chips
1237,test_1309b,jam
1238,test_1309c,jam
1239,test_1309d,jam
1240,test_1310a,jam
1241,test_1310b,soda
1242,test_1310c,soda
1243,test_1310d,jam
1244,test_1311a,jam
1245,test_1311b,corn
1246,test_1311c,chips
1247,test_1311d,water
1248,test_1312a,jam
1249,test_1312b,chocolate
1250,test_1312c,jam
1251,test_1312d,jam
1252,test_1313a,corn
1253,test_1313b,jam
1254,test_1313c,corn
1255,test_1313d,flour
1256,test_1314a,jam
1257,test_1314b,nuts
1258,test_1314c,jam
1259,test_1314d,corn
1260,test_1315a,jam
1261,test_1315b,jam
1262,test_1315c,water
1263,test_1315d,jam
1264,test_1316a,nuts
1265,test_1316b,sugar
1266,test_1316c,soda
1267,test_1316d,jam
1268,test_1317a,jam
1269,test_1317b,cereal
1270,test_1317c,beans
1271,test_1317d,flour
1272,test_1318a,jam
1273,test_1318b,jam
1274,test_1318c,jam
1275,test_1318d,spices
1276,test_1319a,sugar
1277,test_1319b,chocolate
1278,test_1319c,jam
1279,test_1319d,jam
1280,test_1320a,jam
1281,test_1320b,jam
1282,test_1320c,cake
1283,test_1320d,water
1284,test_1321a,jam
1285,test_1321b,soda
1286,test_1321c,jam
1287,test_1321d,jam
1288,test_1322a,jam
1289,test_1322b,nuts
1290,test_1322c,soda
1291,test_1322d,chocolate
1292,test_1323a,jam
1293,test_1323b,jam
1294,test_1323c,water
1295,test_1323d,soda
1296,test_1324a,soda
1297,test_1324b,nuts
1298,test_1324c,jam
1299,test_1324d,candy
1300,test_1325a,nuts
1301,test_1325b,nuts
1302,test_1325c,soda
1303,test_1325d,sugar
1304,test_1326a,soda
1305,test_1326b,jam
1306,test_1326c,jam
1307,test_1326d,jam
1308,test_1327a,jam
1309,test_1327b,jam
1310,test_1327c,jam
1311,test_1327d,jam
1312,test_1328a,jam
1313,test_1328b,jam
1314,test_1328c,soda
1315,test_1328d,jam
1316,test_1329a,chips
1317,test_1329b,oil
1318,test_1329c,soda
1319,test_1329d,chocolate
1320,test_1330a,jam
1321,test_1330b,water
1322,test_1330c,jam
1323,test_1330d,soda
1324,test_1331a,milk
1325,test_1331b,jam
1326,test_1331c,jam
1327,test_1331d,jam
1328,test_1332a,jam
1329,test_1332b,jam
1330,test_1332c,jam
1331,test_1332d,jam
1332,test_1333a,jam
1333,test_1333b,jam
1334,test_1333c,corn
1335,test_1333d,flour
1336,test_1334a,jam
1337,test_1334b,jam
1338,test_1334c,sugar
1339,test_1334d,milk
1340,test_1335a,sugar
1341,test_1335b,nuts
1342,test_1335c,jam
1343,test_1335d,pasta
1344,test_1336a,soda
1345,test_1336b,jam
1346,test_1336c,jam
1347,test_1336d,jam
1348,test_1337a,sugar
1349,test_1337b,jam
1350,test_1337c,jam
1351,test_1337d,cake
1352,test_1338a,jam
1353,test_1338b,jam
1354,test_1338c,nuts
1355,test_1338d,chips
1356,test_1339a,sugar
1357,test_1339b,jam
1358,test_1339c,honey
1359,test_1339d,sugar
1360,test_1340a,soda
1361,test_1340b,jam
1362,test_1340c,milk
1363,test_1340d,nuts
1364,test_1341a,soda
1365,test_1341b,cake
1366,test_1341c,chocolate
1367,test_1341d,jam
1368,test_1342a,sugar
1369,test_1342b,soda
1370,test_1342c,jam
1371,test_1342d,pasta
1372,test_1343a,jam
1373,test_1343b,pasta
1374,test_1343c,jam
1375,test_1343d,jam
1376,test_1344a,jam
1377,test_1344b,chocolate
1378,test_1344c,jam
1379,test_1344d,jam
1380,test_1345a,soda
1381,test_1345b,jam
1382,test_1345c,jam
1383,test_1345d,beans
1384,test_1346a,jam
1385,test_1346b,coffee
1386,test_1346c,soda
1387,test_1346d,water
1388,test_1347a,jam
1389,test_1347b,oil
1390,test_1347c,soda
1391,test_1347d,pasta
1392,test_1348a,corn
1393,test_1348b,coffee
1394,test_1348c,jam
1395,test_1348d,jam
1396,test_1349a,spices
1397,test_1349b,oil
1398,test_1349c,jam
1399,test_1349d,chocolate
1400,test_1350a,jam
1401,test_1350b,jam
1402,test_1350c,jam
1403,test_1350d,soda
1404,test_1351a,jam
1405,test_1351b,coffee
1406,test_1351c,jam
1407,test_1351d,nuts
1408,test_1352a,honey
1409,test_1352b,jam
1410,test_1352c,jam
1411,test_1352d,sugar
1412,test_1353a,jam
1413,test_1353b,pasta
1414,test_1353c,pasta
1415,test_1353d,flour
1416,test_1354a,pasta
1417,test_1354b,jam
1418,test_1354c,sugar
1419,test_1354d,water
1420,test_1355a,soda
1421,test_1355b,honey
1422,test_1355c,corn
1423,test_1355d,jam
1424,test_1356a,chocolate
1425,test_1356b,nuts
1426,test_1356c,jam
1427,test_1356d,water
1428,test_1357a,rice
1429,test_1357b,corn
1430,test_1357c,jam
1431,test_1357d,jam
1432,test_1358a,jam
1433,test_1358b,jam
1434,test_1358c,jam
1435,test_1358d,jam
1436,test_1359a,jam
1437,test_1359b,jam
1438,test_1359c,jam
1439,test_1359d,jam
1440,test_1360a,jam
1441,test_1360b,jam
1442,test_1360c,soda
1443,test_1360d,jam
1444,test_1361a,chocolate
1445,test_1361b,jam
1446,test_1361c,jam
1447,test_1361d,jam
1448,test_1362a,jam
1449,test_1362b,jam
1450,test_1362c,jam
1451,test_1362d,jam
1452,test_1363a,jam
1453,test_1363b,jam
1454,test_1363c,nuts
1455,test_1363d,soda
1456,test_1364a,jam
1457,test_1364b,jam
1458,test_1364c,soda
1459,test_1364d,jam
1460,test_1365a,jam
1461,test_1365b,cake
1462,test_1365c,jam
1463,test_1365d,honey
1464,test_1366a,nuts
1465,test_1366b,sugar
1466,test_1366c,jam
1467,test_1366d,honey
1468,test_1367a,tomatosauce
1469,test_1367b,water
1470,test_1367c,jam
1471,test_1367d,jam
1472,test_1368a,oil
1473,test_1368b,sugar
1474,test_1368c,jam
1475,test_1368d,jam
1476,test_1369a,honey
1477,test_1369b,jam
1478,test_1369c,soda
1479,test_1369d,jam
1480,test_1370a,sugar
1481,test_1370b,jam
1482,test_1370c,jam
1483,test_1370d,milk
1484,test_1371a,jam
1485,test_1371b,chips
1486,test_1371c,honey
1487,test_1371d,cake
1488,test_1372a,corn
1489,test_1372b,chocolate
1490,test_1372c,jam
1491,test_1372d,jam
1492,test_1373a,jam
1493,test_1373b,jam
1494,test_1373c,corn
1495,test_1373d,water
1496,test_1374a,soda
1497,test_1374b,chocolate
1498,test_1374c,jam
1499,test_1374d,jam
1500,test_1375a,jam
1501,test_1375b,chocolate
1502,test_1375c,jam
1503,test_1375d,milk
1504,test_1376a,jam
1505,test_1376b,nuts
1506,test_1376c,jam
1507,test_1376d,jam
1508,test_1377a,nuts
1509,test_1377b,jam
1510,test_1377c,jam
1511,test_1377d,jam
1512,test_1378a,coffee
1513,test_1378b,jam
1514,test_1378c,jam
1515,test_1378d,nuts
1516,test_1379a,flour
1517,test_1379b,oil
1518,test_1379c,sugar
1519,test_1379d,jam
1520,test_1380a,soda
1521,test_1380b,honey
1522,test_1380c,jam
1523,test_1380d,jam
1524,test_1381a,beans
1525,test_1381b,soda
1526,test_1381c,soda
1527,test_1381d,chocolate
1528,test_1382a,beans
1529,test_1382b,chips
1530,test_1382c,jam
1531,test_1382d,corn
1532,test_1383a,jam
1533,test_1383b,jam
1534,test_1383c,jam
1535,test_1383d,jam
1536,test_1384a,sugar
1537,test_1384b,jam
1538,test_1384c,soda
1539,test_1384d,sugar
1540,test_1385a,jam
1541,test_1385b,spices
1542,test_1385c,jam
1543,test_1385d,jam
1544,test_1386a,spices
1545,test_1386b,jam
1546,test_1386c,jam
1547,test_1386d,jam
1548,test_1387a,jam
1549,test_1387b,nuts
1550,test_1387c,oil
1551,test_1387d,jam
1552,test_1388a,jam
1553,test_1388b,jam
1554,test_1388c,corn
1555,test_1388d,corn
1556,test_1389a,pasta
1557,test_1389b,nuts
1558,test_1389c,beans
1559,test_1389d,jam
1560,test_1390a,soda
1561,test_1390b,oil
1562,test_1390c,jam
1563,test_1390d,jam
1564,test_1391a,water
1565,test_1391b,nuts
1566,test_1391c,jam
1567,test_1391d,oil
1568,test_1392a,jam
1569,test_1392b,soda
1570,test_1392c,corn
1571,test_1392d,jam
1572,test_1393a,jam
1573,test_1393b,jam
1574,test_1393c,honey
1575,test_1393d,jam
1576,test_1394a,sugar
1577,test_1394b,jam
1578,test_1394c,spices
1579,test_1394d,pasta
1580,test_1395a,cake
1581,test_1395b,jam
1582,test_1395c,rice
1583,test_1395d,jam
1584,test_1396a,pasta
1585,test_1396b,beans
1586,test_1396c,jam
1587,test_1396d,water
1588,test_1397a,jam
1589,test_1397b,jam
1590,test_1397c,jam
1591,test_1397d,jam
1592,test_1398a,corn
1593,test_1398b,water
1594,test_1398c,jam
1595,test_1398d,flour
1596,test_1399a,flour
1597,test_1399b,nuts
1598,test_1399c,flour
1599,test_1399d,jam
1600,test_1400a,jam
1601,test_1400b,jam
1602,test_1400c,jam
1603,test_1400d,honey
1604,test_1401a,soda
1605,test_1401b,nuts
1606,test_1401c,spices
1607,test_1401d,jam
1608,test_1402a,water
1609,test_1402b,jam
1610,test_1402c,jam
1611,test_1402d,tomatosauce
1612,test_1403a,jam
1613,test_1403b,water
1614,test_1403c,jam
1615,test_1403d,corn
1616,test_1404a,jam
1617,test_1404b,soda
1618,test_1404c,beans
1619,test_1404d,jam
1620,test_1405a,soda
1621,test_1405b,jam
1622,test_1405c,jam
1623,test_1405d,jam
1624,test_1406a,chocolate
1625,test_1406b,nuts
1626,test_1406c,jam
1627,test_1406d,oil
1628,test_1407a,jam
1629,test_1407b,jam
1630,test_1407c,jam
1631,test_1407d,jam
1632,test_1408a,tomatosauce
1633,test_1408b,jam
1634,test_1408c,beans
1635,test_1408d,soda
1636,test_1409a,sugar
1637,test_1409b,jam
1638,test_1409c,jam
1639,test_1409d,jam
1640,test_1410a,jam
1641,test_1410b,soda
1642,test_1410c,tomatosauce
1643,test_1410d,jam
1644,test_1411a,jam
1645,test_1411b,corn
1646,test_1411c,soda
1647,test_1411d,jam
1648,test_1412a,chocolate
1649,test_1412b,jam
1650,test_1412c,jam
1651,test_1412d,chocolate
1652,test_1413a,jam
1653,test_1413b,jam
1654,test_1413c,jam
1655,test_1413d,jam
1656,test_1414a,jam
1657,test_1414b,jam
1658,test_1414c,jam
1659,test_1414d,jam
1660,test_1415a,soda
1661,test_1415b,jam
1662,test_1415c,soda
1663,test_1415d,jam
1664,test_1416a,water
1665,test_1416b,jam
1666,test_1416c,sugar
1667,test_1416d,water
1668,test_1417a,pasta
1669,test_1417b,jam
1670,test_1417c,rice
1671,test_1417d,soda
1672,test_1418a,water
1673,test_1418b,spices
1674,test_1418c,soda
1675,test_1418d,jam
1676,test_1419a,jam
1677,test_1419b,pasta
1678,test_1419c,oil
1679,test_1419d,water
1680,test_1420a,candy
1681,test_1420b,soda
1682,test_1420c,jam
1683,test_1420d,jam
1684,test_1421a,jam
1685,test_1421b,jam
1686,test_1421c,jam
1687,test_1421d,jam
1688,test_1422a,jam
1689,test_1422b,corn
1690,test_1422c,flour
1691,test_1422d,jam
1692,test_1423a,jam
1693,test_1423b,jam
1694,test_1423c,jam
1695,test_1423d,soda
1696,test_1424a,nuts
1697,test_1424b,jam
1698,test_1424c,corn
1699,test_1424d,jam
1700,test_1425a,soda
1701,test_1425b,soda
1702,test_1425c,chips
1703,test_1425d,chips
1704,test_1426a,jam
1705,test_1426b,oil
1706,test_1426c,sugar
1707,test_1426d,jam
1708,test_1427a,water
1709,test_1427b,oil
1710,test_1427c,jam
1711,test_1427d,tomatosauce
1712,test_1428a,jam
1713,test_1428b,jam
1714,test_1428c,jam
1715,test_1428d,jam
1716,test_1429a,nuts
1717,test_1429b,jam
1718,test_1429c,jam
1719,test_1429d,jam
1720,test_1430a,jam
1721,test_1430b,jam
1722,test_1430c,jam
1723,test_1430d,jam
1724,test_1431a,jam
1725,test_1431b,jam
1726,test_1431c,nuts
1727,test_1431d,sugar
1728,test_1432a,jam
1729,test_1432b,jam
1730,test_1432c,jam
1731,test_1432d,jam
